name,address,latitude,longitude
Unknown,Unknown Address,53.3017687,-6.2418528
Unknown,Unknown Address,53.3022743,-6.2404874
Unknown,Unknown Address,53.30229,-6.2404129
Unknown,Unknown Address,53.3025113,-6.2391154
Unknown,Unknown Address,53.3016063,-6.2393521
Unknown,Unknown Address,53.3014871,-6.2399855
Unknown,Unknown Address,53.301478,-6.2432203
Unknown,Unknown Address,53.3013955,-6.2447413
Unknown,Unknown Address,53.3080021,-6.2473417
Unknown,Unknown Address,53.3022765,-6.2450098
Unknown,Unknown Address,53.2810729,-6.1479852
Unknown,Unknown Address,53.290145,-6.1950592
Unknown,Unknown Address,53.2902833,-6.1356367
Unknown,Unknown Address,53.2906709,-6.1355454
Unknown,Unknown Address,53.2907881,-6.1354712
Unknown,Unknown Address,53.2910153,-6.1353108
Unknown,Unknown Address,53.2909088,-6.1323319
Unknown,Unknown Address,53.2912727,-6.1319102
Unknown,Unknown Address,53.2914343,-6.1316845
Unknown,Unknown Address,53.2904046,-6.131242
Unknown,Unknown Address,53.2900034,-6.1307163
Unknown,Unknown Address,53.2900566,-6.129258
Unknown,Unknown Address,53.2691993,-6.1157826
Unknown,Unknown Address,53.2676353,-6.114656
Unknown,Unknown Address,53.2553282,-6.1132298
Unknown,Unknown Address,53.2554711,-6.1132121
Unknown,Unknown Address,53.236674,-6.1221045
Unknown,Unknown Address,53.2367792,-6.121662
Unknown,Unknown Address,53.25152,-6.1140016
Unknown,Unknown Address,53.2432827,-6.1236535
Unknown,Unknown Address,53.2341696,-6.1215869
Unknown,Unknown Address,53.233749,-6.1229816
Unknown,Unknown Address,53.2336952,-6.1229789
Unknown,Unknown Address,53.2308078,-6.1241075
Unknown,Unknown Address,53.2290521,-6.1177781
Unknown,Unknown Address,53.2226098,-6.116779
Unknown,Unknown Address,53.2749104,-6.2534979
Unknown,Unknown Address,53.2748964,-6.2535294
Unknown,Unknown Address,53.2748523,-6.25363
Unknown,Unknown Address,53.2882599,-6.2569204
Unknown,Unknown Address,53.2895547,-6.2614681
Unknown,Unknown Address,53.2899822,-6.2747643
Unknown,Unknown Address,53.29155,-6.2740383
Unknown,Unknown Address,53.2923588,-6.2718482
Unknown,Unknown Address,53.2994983,-6.2678397
Unknown,Unknown Address,53.3006102,-6.2635342
Unknown,Unknown Address,53.2984828,-6.1865647
Unknown,Unknown Address,53.2984764,-6.1866023
Unknown,Unknown Address,53.3585995,-6.4484905
Unknown,Unknown Address,53.356883,-6.4503761
Unknown,Unknown Address,53.3564348,-6.4507502
Unknown,Unknown Address,53.3573,-6.4500073
Unknown,Unknown Address,53.2693938,-9.0607063
Unknown,Unknown Address,53.3874786,-6.0654182
Unknown,Unknown Address,53.3877156,-6.0670644
Unknown,Unknown Address,53.3852233,-6.0651043
Unknown,Unknown Address,54.5467551,-5.6977326
Unknown,Unknown Address,53.3807586,-6.0951358
Ross Hotel Public Car Park,Unknown Address,52.0587557,-9.5051977
Unknown,Unknown Address,53.5630249,-10.1501368
Unknown,Unknown Address,54.1806275,-8.6032346
Unknown,Unknown Address,53.2859229,-6.1455242
Unknown,Unknown Address,53.2704497,-6.1418983
Unknown,Unknown Address,53.2634305,-6.1538545
Unknown,Unknown Address,53.2631417,-6.153259
Unknown,Unknown Address,53.2632253,-6.1541782
Unknown,Unknown Address,53.2618895,-6.1507431
Unknown,Unknown Address,52.1643347,-7.6074435
Unknown,Unknown Address,55.1989478,-6.5279261
Unknown,Unknown Address,55.1986361,-6.5274785
dlr LexIcon Car Park,Unknown Address,53.29333,-6.1323734
Unknown,Unknown Address,55.1937703,-6.2422246
Unknown,Unknown Address,55.0193847,-8.1110416
Unknown,Unknown Address,55.1734618,-6.2266956
Unknown,Unknown Address,54.5307476,-6.0004071
Unknown,Unknown Address,53.2772704,-6.2663095
Beacon Hospital,Blackthorn Road,53.2767693,-6.2189189
Unknown,Unknown Address,52.9851308,-8.0327451
Unknown,Unknown Address,52.9774661,-8.0332846
Unknown,Unknown Address,53.4112525,-6.473585
Unknown,Unknown Address,52.3415715,-6.4921661
Unknown,Unknown Address,53.348078,-6.2440898
Unknown,Unknown Address,54.1894016,-8.4478024
Unknown,Unknown Address,55.0191036,-6.1214018
Unknown,Unknown Address,53.3331293,-6.2637722
Unknown,Unknown Address,54.7700618,-6.5619728
Unknown,Unknown Address,55.0263456,-7.1784371
Unknown,Unknown Address,55.0363637,-7.1958314
Unknown,Unknown Address,53.2883511,-6.244147
Unknown,Unknown Address,54.1694319,-8.6048316
Public Car Park,Unknown Address,54.4974723,-7.3178925
Unknown,Unknown Address,54.3736513,-8.4662859
Unknown,Unknown Address,55.0358404,-7.193132
Unknown,Unknown Address,53.2926992,-6.2873038
Unknown,Unknown Address,52.953841,-8.0412457
Unknown,Unknown Address,52.9551725,-8.0337931
Unknown,Unknown Address,52.9979497,-8.1315883
Unknown,Unknown Address,54.5752415,-6.0579978
Unknown,Unknown Address,54.0582033,-8.4534552
Unknown,Unknown Address,53.2801649,-6.1810088
Unknown,Unknown Address,53.988951,-8.063824
Unknown,Unknown Address,52.8329865,-9.0303494
Unknown,Unknown Address,52.1627491,-7.8507174
Unknown,Unknown Address,54.7721888,-6.5016729
Unknown,Unknown Address,53.2320617,-6.6517386
Unknown,Unknown Address,53.2313786,-6.6518317
Unknown,Unknown Address,53.2307233,-6.6482526
Unknown,Unknown Address,53.2270738,-6.6543914
Unknown,Unknown Address,53.2281008,-6.6477398
Unknown,Unknown Address,53.2310811,-6.651969
Unknown,Unknown Address,53.2531135,-6.3764041
Unknown,Unknown Address,53.2508912,-6.3766038
Unknown,Unknown Address,53.370967,-6.7346658
Unknown,Unknown Address,53.2342397,-6.640011
Unknown,Unknown Address,52.6727628,-6.4790446
Unknown,Unknown Address,53.2742064,-6.1453613
Unknown,Unknown Address,53.4854617,-7.0769441
Unknown,Unknown Address,53.4131651,-6.8551053
Unknown,Unknown Address,52.1277212,-7.4425189
Unknown,Unknown Address,52.6448748,-6.2304564
Portlaoise Plaza,Unknown Address,53.0142982,-7.3068464
HGV Parking,Unknown Address,53.0145762,-7.3054675
Maldron Hotel,Unknown Address,53.014608,-7.300672
Midland Park Hotel,Unknown Address,53.0349029,-7.3015142
Church Street,Unknown Address,53.035016,-7.3016164
Church Street,Unknown Address,53.0351223,-7.3001463
Unknown,Unknown Address,52.7812547,-6.1455463
Unknown,Unknown Address,53.2640972,-8.9251122
Unknown,Unknown Address,52.0930381,-8.0073179
Unknown,Unknown Address,52.094653,-8.0074131
Unknown,Unknown Address,53.3965209,-6.2219148
Unknown,Unknown Address,52.5641673,-6.7474374
Unknown,Unknown Address,52.5644176,-6.7469801
Unknown,Unknown Address,53.0262955,-7.2061786
Unknown,Unknown Address,52.5649141,-6.7458737
Unknown,Unknown Address,54.8501228,-6.3657272
Unknown,Unknown Address,54.9872613,-7.290634
Unknown,Unknown Address,52.6016906,-6.5495333
Unknown,Unknown Address,53.2731644,-8.9300797
Unknown,Unknown Address,54.127231,-9.1460046
Unknown,Unknown Address,52.5584108,-6.9165945
Unknown,Unknown Address,52.2680984,-10.1610296
Unknown,Unknown Address,52.2687673,-10.1618624
Unknown,Unknown Address,52.2684431,-10.1611195
Unknown,Unknown Address,53.2951081,-6.2963026
Unknown,Unknown Address,53.2995328,-6.287025
Unknown,Unknown Address,53.2827348,-6.2810999
Unknown,Unknown Address,52.2125144,-10.3283058
Unknown,Unknown Address,52.2125604,-10.3279974
Unknown,Unknown Address,54.9182297,-6.9168156
Unknown,Unknown Address,54.1754979,-6.3421934
Unknown,Unknown Address,54.1298236,-6.3158074
Unknown,Unknown Address,52.4423538,-6.6356564
Unknown,Unknown Address,54.571094,-5.9264177
Unknown,Unknown Address,53.8206996,-9.3909141
Unknown,Unknown Address,53.8105362,-9.4567755
Unknown,Unknown Address,53.3105917,-6.2077959
Unknown,Unknown Address,52.1513996,-10.0584918
Unknown,Unknown Address,52.4029409,-9.632577
Unknown,Unknown Address,52.4031274,-9.6320057
Unknown,Unknown Address,53.2801327,-6.2886185
Unknown,Unknown Address,53.3389078,-6.5399271
Unknown,Unknown Address,53.3397244,-6.5386281
Unknown,Unknown Address,53.3394369,-6.5387716
Unknown,Unknown Address,53.3394537,-6.5389547
Unknown,Unknown Address,53.340349,-6.5381037
Unknown,Unknown Address,53.3379852,-6.5402274
Unknown,Unknown Address,53.700352,-7.8223996
Unknown,Unknown Address,53.3188528,-6.2143029
Unknown,Unknown Address,54.3830922,-7.3155556
Unknown,Unknown Address,53.3324743,-6.539532
Unknown,Unknown Address,53.3254067,-6.2256549
Unknown,Unknown Address,52.7483253,-7.5968598
Unknown,Unknown Address,53.2952855,-6.2097323
Unknown,Unknown Address,53.2953143,-6.2098047
Athlone Town Centre,Unknown Address,53.4236299,-7.9348526
Unknown,Unknown Address,54.3291191,-5.7162361
Unknown,Unknown Address,53.3438279,-6.5442158
Unknown,Unknown Address,53.3438231,-6.5442735
Unknown,Unknown Address,53.3438223,-6.5443151
Unknown,Unknown Address,53.3438199,-6.544362
Unknown,Unknown Address,53.3438199,-6.5444237
Unknown,Unknown Address,53.3438167,-6.5444787
Unknown,Unknown Address,53.3437519,-6.5441997
Unknown,Unknown Address,53.3437511,-6.5442614
Unknown,Unknown Address,53.3437503,-6.5443097
Unknown,Unknown Address,53.3437487,-6.5443607
Unknown,Unknown Address,53.3437463,-6.5444143
Unknown,Unknown Address,53.3437455,-6.5444841
Unknown,Unknown Address,55.1535877,-6.1076034
Unknown,Unknown Address,54.5642416,-6.1140665
Unknown,Unknown Address,53.3403834,-6.5258212
Unknown,Unknown Address,53.4291297,-9.3195527
Unknown,Unknown Address,54.9213131,-7.1686419
Unknown,Unknown Address,53.3663925,-6.3040409
Unknown,Unknown Address,53.3663018,-6.3039559
Unknown,Unknown Address,53.366445,-6.3029525
Unknown,Unknown Address,53.3663854,-6.3031549
Unknown,Unknown Address,52.140338,-8.2757189
Unknown,Unknown Address,53.3254067,-6.2256281
Unknown,Unknown Address,52.5297733,-8.259527
Unknown,Unknown Address,54.7386694,-6.3726058
Unknown,Unknown Address,54.9092579,-8.210417
Unknown,Unknown Address,54.5706756,-5.6578694
Unknown,Unknown Address,53.3118472,-7.391776
Unknown,Unknown Address,52.2184473,-10.3565656
Unknown,Unknown Address,52.2186446,-10.3574372
Unknown,Unknown Address,52.2121802,-10.3558137
Unknown,Unknown Address,52.2362537,-10.3111843
Unknown,Unknown Address,54.3160871,-7.7019229
Unknown,Unknown Address,52.8741147,-7.8334972
Unknown,Unknown Address,54.3073977,-7.9148511
Unknown,Unknown Address,54.9689799,-5.9526922
Unknown,Unknown Address,53.2513616,-9.1532514
Unknown,Unknown Address,54.3043579,-7.9661193
Unknown,Unknown Address,54.1173468,-8.6688871
Unknown,Unknown Address,54.4569335,-7.8071961
Unknown,Unknown Address,53.292165,-6.185227
Unknown,Unknown Address,53.4143922,-6.8389678
Unknown,Unknown Address,52.9503861,-9.4592152
Unknown,Unknown Address,54.8009907,-7.7866304
Unknown,Unknown Address,54.758926,-8.5103198
Unknown,Unknown Address,54.7571217,-8.4731099
Unknown,Unknown Address,54.9589667,-8.110684
Unknown,Unknown Address,54.6046416,-8.1611209
Unknown,Unknown Address,53.2720246,-7.8276667
Unknown,Unknown Address,53.2979581,-7.2923171
Unknown,Unknown Address,54.1183269,-7.9193969
Unknown,Unknown Address,54.1944231,-8.583558
Unknown,Unknown Address,53.1629122,-6.1218524
Unknown,Unknown Address,53.8113364,-9.4592066
Unknown,Unknown Address,53.8213021,-9.3878727
Unknown,Unknown Address,54.8897653,-7.4185279
Unknown,Unknown Address,55.4083504,-5.7533457
Unknown,Unknown Address,53.3698611,-6.258722
Unknown,Unknown Address,52.9496074,-9.0644738
Unknown,Unknown Address,53.2497932,-6.1841845
Unknown,Unknown Address,55.0414381,-7.3796421
Unknown,Unknown Address,55.0419606,-7.3796099
Unknown,Unknown Address,53.2742141,-9.0439146
Unknown,Unknown Address,53.2744554,-9.0462227
Unknown,Unknown Address,53.0629942,-8.8132687
Unknown,Unknown Address,54.6112936,-5.9387319
Unknown,Unknown Address,53.2994494,-6.1737759
Unknown,Unknown Address,54.6403186,-5.8461533
Unknown,Unknown Address,54.8430816,-8.3164307
Unknown,Unknown Address,54.8429064,-8.3160113
Unknown,Unknown Address,54.6399268,-8.1883596
Unknown,Unknown Address,53.3090125,-6.2150183
Unknown,Unknown Address,53.2748033,-8.9399975
Unknown,Unknown Address,53.2745025,-8.9398956
Unknown,Unknown Address,53.1400892,-8.9274231
Unknown,Unknown Address,54.9341276,-7.2101565
Unknown,Unknown Address,54.2124949,-9.0968487
Unknown,Unknown Address,54.2124658,-9.0962023
Unknown,Unknown Address,54.9213563,-7.1666626
Unknown,Unknown Address,53.3456063,-6.1942173
Unknown,Unknown Address,52.2108563,-7.5265816
Unknown,Unknown Address,52.1146977,-9.6675764
Unknown,Unknown Address,54.0175651,-7.4601555
Unknown,Unknown Address,53.3481263,-6.2351239
Unknown,Unknown Address,53.4554932,-9.3309316
Cliff Walk Parking,Unknown Address,52.9503989,-9.4591769
Unknown,Unknown Address,55.0801243,-7.8665985
Unknown,Unknown Address,53.0402858,-7.2724396
Unknown,Unknown Address,53.2714547,-6.2022758
Unknown,Unknown Address,53.269689,-6.2047413
Unknown,Unknown Address,53.1523763,-6.0678649
Unknown,Unknown Address,53.1535682,-6.0686991
Unknown,Unknown Address,53.2977524,-7.2904447
Unknown,Unknown Address,53.3403493,-7.0501449
Unknown,Unknown Address,53.3386926,-7.0507039
Unknown,Unknown Address,52.0471301,-7.5820951
Unknown,Unknown Address,54.3031686,-8.1737092
Unknown,Unknown Address,52.1398914,-7.0560506
Unknown,Unknown Address,54.9991156,-7.3055848
Unknown,Unknown Address,54.4528413,-6.3750261
Unknown,Unknown Address,54.4520743,-6.3768343
Unknown,Unknown Address,53.3215152,-6.2844034
Unknown,Unknown Address,52.0004861,-8.3092408
Unknown,Unknown Address,52.6357025,-7.2342335
Unknown,Unknown Address,53.3268068,-6.2254308
Buttercrane Shopping Centre,Unknown Address,54.1712589,-6.342241
Unknown,Unknown Address,52.5940489,-8.4707192
Unknown,Unknown Address,52.5945556,-8.4711416
Unknown,Unknown Address,53.6465647,-6.8074259
Unknown,Unknown Address,54.7194101,-6.8253349
Unknown,Unknown Address,54.7254644,-6.8325938
Unknown,Unknown Address,54.967789,-7.3548335
Unknown,Unknown Address,53.3490151,-6.2795376
Unknown,Unknown Address,54.3666436,-6.4253301
Unknown,Unknown Address,53.2446262,-6.1439415
Unknown,Unknown Address,53.2004546,-6.112679
Unknown,Unknown Address,55.0157693,-7.2819692
Unknown,Unknown Address,55.0208194,-7.3007149
Unknown,Unknown Address,53.339095,-6.266337
Unknown,Unknown Address,54.3913611,-5.9015874
Unknown,Unknown Address,52.1215988,-10.2822378
Unknown,Unknown Address,54.5061066,-5.6454026
Unknown,Unknown Address,53.5230488,-6.1673822
Unknown,Unknown Address,52.2705568,-9.5459419
Unknown,Unknown Address,52.2126331,-10.1622107
Unknown,Unknown Address,53.4061958,-6.2522028
Unknown,Unknown Address,52.1881243,-9.8774254
Unknown,Unknown Address,52.2359827,-9.7440197
Unknown,Unknown Address,53.2848537,-6.3258461
Unknown,Unknown Address,52.4175815,-7.3663099
Unknown,Unknown Address,54.5773405,-5.890224
Unknown,Unknown Address,54.163413,-7.4556151
Unknown,Unknown Address,54.1612706,-7.460708
Unknown,Unknown Address,52.1233588,-8.8434724
Unknown,Unknown Address,53.3515847,-6.2733221
Unknown,Unknown Address,53.3516327,-6.2733234
Unknown,Unknown Address,54.2590682,-5.8155643
Harbour Hotel Car Park,Unknown Address,53.2704291,-9.0480827
Unknown,Unknown Address,54.9613454,-7.2458256
Unknown,Unknown Address,54.9618388,-7.2458148
Unknown,Unknown Address,54.9237287,-6.983173
Unknown,Unknown Address,54.924216,-6.9875825
Unknown,Unknown Address,54.6603679,-5.9295781
Unknown,Unknown Address,54.6606599,-5.9306163
Unknown,Unknown Address,53.6678679,-6.6925219
Unknown,Unknown Address,53.3410621,-9.8823408
Unknown,Unknown Address,53.5939734,-9.7903683
Unknown,Unknown Address,54.4865528,-6.8884938
Unknown,Unknown Address,53.8265014,-9.3221607
Unknown,Unknown Address,53.8271046,-9.3198112
Unknown,Unknown Address,53.8387045,-9.2749146
Unknown,Unknown Address,53.8387235,-9.2755658
Unknown,Unknown Address,53.8599128,-9.2579514
Unknown,Unknown Address,53.8604381,-9.2582948
Unknown,Unknown Address,54.6600514,-7.2714075
Unknown,Unknown Address,54.2858202,-7.9481921
Unknown,Unknown Address,52.7777125,-6.4876615
Unknown,Unknown Address,52.9326597,-9.4233331
Unknown,Unknown Address,54.7412908,-6.4256215
Unknown,Unknown Address,55.206183,-6.5237434
Unknown,Unknown Address,54.8778539,-6.5790526
Unknown,Unknown Address,54.8660522,-6.5241801
Unknown,Unknown Address,54.8725238,-6.5002768
Unknown,Unknown Address,53.6040442,-10.0093433
Unknown,Unknown Address,53.2871291,-9.0752146
Unknown,Unknown Address,54.2442075,-5.860124
Unknown,Unknown Address,55.0341407,-7.169346
Unknown,Unknown Address,53.2819931,-7.489656
Unknown,Unknown Address,54.7902044,-6.9401538
Unknown,Unknown Address,52.3834662,-6.3659534
Unknown,Unknown Address,52.381097,-6.3682828
Unknown,Unknown Address,52.2672105,-9.6985592
New Village Forest Recreation Area,Unknown Address,53.4392656,-9.3399912
Unknown,Unknown Address,52.1785092,-7.4664561
Unknown,Unknown Address,52.445881,-7.469682
Unknown,Unknown Address,52.4464658,-7.4694381
Unknown,Unknown Address,54.5105582,-6.0475865
Unknown,Unknown Address,55.1806676,-6.9600637
Unknown,Unknown Address,52.4936447,-8.0237998
Unknown,Unknown Address,52.661078,-7.9524356
Unknown,Unknown Address,52.6796485,-8.162083
Unknown,Unknown Address,53.3361807,-6.510979
Unknown,Unknown Address,52.7921899,-8.2382765
Unknown,Unknown Address,52.7919254,-8.238107
Unknown,Unknown Address,54.4989971,-6.4476006
Unknown,Unknown Address,54.2329783,-5.866369
Unknown,Unknown Address,52.7361259,-7.0240763
Unknown,Unknown Address,54.2574994,-5.8503279
Unknown,Unknown Address,54.2578502,-5.8499636
Unknown,Unknown Address,54.2580057,-5.8497394
Unknown,Unknown Address,54.2580993,-5.8500522
Unknown,Unknown Address,54.2587205,-5.8513282
Unknown,Unknown Address,53.3257838,-6.3514418
Unknown,Unknown Address,52.2162542,-6.7223767
Unknown,Unknown Address,53.3650536,-6.2720704
Unknown,Unknown Address,53.0289633,-7.3011828
Unknown,Unknown Address,53.4132043,-6.3744018
Unknown,Unknown Address,53.4185412,-6.4400025
Unknown,Unknown Address,52.8070436,-7.2022341
Unknown,Unknown Address,54.2566722,-5.9459712
Unknown,Unknown Address,52.6712738,-8.5515181
Unknown,Unknown Address,53.1283531,-9.7024282
Unknown,Unknown Address,52.42807,-8.690819
Unknown,Unknown Address,52.4283525,-8.6907569
Unknown,Unknown Address,52.3606733,-8.6818368
Unknown,Unknown Address,52.3471971,-8.675004
Unknown,Unknown Address,52.3465646,-8.6756778
Unknown,Unknown Address,52.3092518,-8.6693877
Unknown,Unknown Address,52.1460972,-8.6565491
Unknown,Unknown Address,52.5433923,-8.8545548
Unknown,Unknown Address,52.5435168,-8.8540574
Unknown,Unknown Address,52.561948,-8.7934057
Unknown,Unknown Address,52.562228,-8.7932906
Unknown,Unknown Address,52.4796333,-9.0124196
Unknown,Unknown Address,52.4799287,-9.0121745
Unknown,Unknown Address,52.4483084,-9.0536117
Unknown,Unknown Address,52.4489839,-9.0556874
Unknown,Unknown Address,52.4488112,-9.0552075
Unknown,Unknown Address,52.3863779,-9.294149
Unknown,Unknown Address,52.386708,-9.2940151
Unknown,Unknown Address,53.2694152,-9.1091609
Unknown,Unknown Address,54.9652984,-7.7129026
Unknown,Unknown Address,52.3099671,-6.4575994
Unknown,Unknown Address,52.3296121,-6.4772074
Mullaghgarve Mass Rock Car Park,Unknown Address,54.081179,-7.9508783
Unknown,Unknown Address,53.293879,-6.3695746
Unknown,Unknown Address,52.2523261,-6.3338892
Unknown,Unknown Address,53.2766956,-9.0483381
Unknown,Unknown Address,53.2760201,-9.0495677
Unknown,Unknown Address,53.417319,-6.2911487
Unknown,Unknown Address,52.6561657,-7.2577332
Unknown,Unknown Address,52.0103018,-9.5015697
Chemin proche R353,Unknown Address,53.0610162,-8.6645554
Unknown,Unknown Address,53.5169837,-9.7374926
Unknown,Unknown Address,53.6074713,-9.6900747
Unknown,Unknown Address,53.713891,-6.351683
Unknown,Unknown Address,54.2636141,-8.3501619
Unknown,Unknown Address,53.2541112,-6.1259811
Unknown,Unknown Address,55.1728479,-7.9023971
Unknown,Unknown Address,55.0194621,-8.1482643
Unknown,Unknown Address,55.0231309,-8.1504378
Unknown,Unknown Address,55.1212569,-7.6853466
Unknown,Unknown Address,55.1851595,-7.6022328
Deerpark carpark A,Unknown Address,52.5237782,-6.9670996
Altachullion,Unknown Address,54.1649375,-7.7907669
Lough Arrow,Unknown Address,54.0617881,-8.3012792
Unknown,Unknown Address,53.0023752,-7.475867
Unknown,Unknown Address,53.088475,-7.6067875
Unknown,Unknown Address,52.3392536,-6.5641685
Unknown,Unknown Address,54.5017432,-8.1991301
